id_persona,edad,ciudad,país,lenguajes_dominio,frameworks_dominio,certificaciones,años_experiencia,nivel_educativo,área_trabajo_actual,salario_actual_usd,source
PER-90829,23.0,Barcelona,España,r|c#,Spring|Spark,AWS CCP|Scrum Master,3.0,Tecnólogo,BI/Analytics,35.821,profiles
PER-90830,29.0,Monterrey,México,Swift,React,Scrum Master,4.0,Autodidacta,Backend,20974.0,profiles
PER-90831,31.0,Barcelona,España,c#|swift|r,Vue,GCP ACE,0.0,Tecnólogo,Frontend,33.821,profiles
PER-90832,26.0,Cartagena,Colombia,Go|C#|Python,FastAPI,Azure Fundamentals|None,5.0,Autodidacta,Cloud,15120.0,profiles
PER-90833,28.0,Sevilla,España,Python,Vue|Laravel,AWS CCP,3.0,Pregrado,DevOps,33113.0,profiles
PER-90834,26.0,Valparaíso,Chile,TypeScript|Kotlin,Vue|FastAPI,Azure Fundamentals,1.0,Posgrado,Frontend,34880.0,profiles
PER-90835,33.0,Rosario,Argentina,Scala|PHP|C#,React,AWS CCP,1.0,Tecnólogo,Frontend,24.433,profiles
PER-90836,21.0,Santiago,Chile,python|go,FastAPI|Django,AWS CCP,1.0,Tecnólogo,Cloud,19798.0,profiles
PER-90837,18.0,Lima,Perú,scala|java|c#,Node.js,GCP ACE,2.0,Tecnólogo,Frontend,22453.0,profiles
PER-90838,37.0,Santiago,Chile,JavaScript|R,FastAPI|Angular,Azure Fundamentals,2.0,Autodidacta,Ciberseguridad,23748.0,profiles
PER-90839,28.0,Buenos Aires,Argentina,TypeScript|R|Scala,Angular,AWS CCP|None,2.0,Posgrado,Ciberseguridad,31224.0,profiles
PER-90840,31.0,bucaramanga,Colombia,PHP,Flask,Unknown,1.0,Autodidacta,Backend,9985.0,profiles
PER-90841,32.0,Austin,USA,Go|Python|R,.NET|FastAPI,GCP ACE|Cisco CCNA,4.0,Posgrado,BI/Analytics,93132.0,profiles
PER-90842,33.0,Lima,Perú,Kotlin|Go,Angular|.NET,Azure Fundamentals|GCP ACE,6.0,Autodidacta,Ciberseguridad,14334.0,profiles
PER-90843,26.0,Valparaíso,Chile,Java|Swift,Spark,GCP ACE,2.0,Autodidacta,DevOps,25946.0,profiles
PER-90844,21.0,Puebla,México,Java|Swift,.NET,GCP ACE,5.0,Tecnólogo,Ciberseguridad,17346.0,profiles
PER-90845,26.0,Buenos Aires,Argentina,Python|R,Vue,AWS CCP|None,6.0,Pregrado,IA,15.75,profiles
PER-90846,28.0,Córdoba,Argentina,JavaScript|TypeScript,.NET|Spark,Cisco CCNA|None,1.0,Autodidacta,Backend,18632.0,profiles
PER-90847,31.0,CDMX,México,Scala,Vue,Unknown,4.0,Autodidacta,Cloud,15205.0,profiles
PER-90848,29.0,Cusco,Perú,Java,Vue,AWS CCP,2.0,Tecnólogo,Data Science,10224.0,profiles
PER-90849,29.0,San Francisco,USA,Python,FastAPI|Spring,Azure Fundamentals|AWS CCP,2.0,Pregrado,DevOps,84000.0,profiles
PER-90850,29.0,Lima,Perú,TypeScript|Kotlin|C#,Django,None|Cisco CCNA,0.0,Autodidacta,IA,31145.0,profiles
PER-90851,26.0,Cali,Colombia,java|c#|r,Flask,Azure Fundamentals,4.0,Técnico,DevOps,14.03,profiles
PER-90852,26.0,Cali,Colombia,Go|Python,FastAPI,AWS CCP,1.0,Técnico,Data Science,13.01,profiles
PER-90853,32.0,guadalajara,México,javascript,Angular,AWS CCP,5.0,Técnico,IA,27299.0,profiles
PER-90854,28.0,Buenos Aires,Argentina,swift,Laravel,AWS CCP,2.0,Tecnólogo,DevOps,26551.0,profiles
PER-90855,28.0,Medellín,Colombia,Swift|C#|Java,FastAPI,None|Scrum Master,4.0,Técnico,BI/Analytics,13245.0,profiles
PER-90856,27.0,Seattle,USA,R|JavaScript,Django|Flask,Scrum Master,1.0,Tecnólogo,BI/Analytics,,profiles
PER-90857,34.0,Santiago,Chile,C#|Scala,Spark|Angular,GCP ACE,1.0,Técnico,Data Science,22460.0,profiles
PER-90858,24.0,Guadalajara,México,Scala,Flask,Cisco CCNA,0.0,Pregrado,Ciberseguridad,14538.0,profiles
PER-90859,34.0,San Francisco,USA,C#|JavaScript|TypeScript,Django,Azure Fundamentals,4.0,Tecnólogo,IA,86236.0,profiles
PER-90860,19.0,Valparaíso,Chile,Scala|JavaScript,Vue,Cisco CCNA,1.0,Tecnólogo,DevOps,23.43,profiles
PER-90861,34.0,Barranquilla,Colombia,Swift|Scala|C#,Vue,Cisco CCNA|Azure Fundamentals,4.0,Autodidacta,BI/Analytics,15807.0,profiles
PER-90862,29.0,Sevilla,España,php,Angular|Laravel,Unknown,1.0,Pregrado,Frontend,43217.0,profiles
PER-90863,27.0,Puebla,México,scala|kotlin|typescript,React|Laravel,Azure Fundamentals|AWS CCP,0.0,Pregrado,Ciberseguridad,29106.0,profiles
PER-90864,28.0,guadalajara,México,Kotlin|R,Vue,None|Scrum Master,4.0,Técnico,BI/Analytics,14606.0,profiles
PER-90865,,Seattle,USA,Kotlin|Swift|Java,Laravel|.NET,Azure Fundamentals,3.0,Autodidacta,Data Science,76418.0,profiles
PER-90866,29.0,Cusco,Perú,Swift|PHP|Python,Angular|Django,Unknown,0.0,Posgrado,DevOps,25738.0,profiles
PER-90867,29.0,Seattle,USA,Java,React|Laravel,Scrum Master,3.0,Pregrado,Backend,107389.0,profiles
PER-90868,36.0,Medellín,Colombia,R|Python,Laravel|.NET,Unknown,2.0,Pregrado,BI/Analytics,7000.0,profiles
PER-90869,35.0,Guadalajara,México,PHP|Python,Laravel|Angular,Azure Fundamentals|Cisco CCNA,3.0,Autodidacta,IA,18763.0,profiles
PER-90870,32.0,Monterrey,México,C#|Swift,Node.js,AWS CCP,1.0,Técnico,Cloud,26.834,profiles
PER-90871,33.0,Buenos Aires,Argentina,Kotlin|C#,Spark|.NET,None,0.0,Autodidacta,DevOps,17.058,profiles
PER-90872,37.0,Cartagena,Colombia,TypeScript|Swift,.NET|Flask,AWS CCP|Scrum Master,2.0,Tecnólogo,BI/Analytics,9711.0,profiles
PER-90873,24.0,Valparaíso,Chile,C#|TypeScript,Flask,Azure Fundamentals,2.0,Pregrado,Frontend,22.294,profiles
PER-90874,32.0,Bucaramanga,Colombia,Python|TypeScript|Scala,Node.js,GCP ACE,4.0,Posgrado,Cloud,12242.0,profiles
PER-90875,19.0,Austin,USA,php|python,FastAPI,Azure Fundamentals,1.0,Posgrado,Frontend,115020.0,profiles
PER-90876,29.0,Puebla,México,C#,Django|Spring,Azure Fundamentals,4.0,Posgrado,BI/Analytics,16577.0,profiles
PER-90877,31.0,Cali,Colombia,TypeScript|JavaScript,Laravel|Node.js,Cisco CCNA,4.0,Técnico,Ciberseguridad,17786.0,profiles
PER-90878,30.0,BARCELONA,España,Java|Kotlin,FastAPI,None|AWS CCP,5.0,Autodidacta,DevOps,44803.0,profiles
PER-90879,27.0,Bucaramanga,Colombia,R,Node.js,AWS CCP,4.0,Pregrado,BI/Analytics,16.69,profiles
PER-90880,38.0,Lima,Perú,C#|JavaScript,Vue,Scrum Master,2.0,Pregrado,DevOps,16916.0,profiles
PER-90881,25.0,Bogotá,Colombia,kotlin|java,Spark|.NET,Scrum Master,2.0,Técnico,DevOps,9388.0,profiles
PER-90882,34.0,Barcelona,España,Python|C#,.NET|React,Azure Fundamentals|GCP ACE,5.0,Pregrado,Frontend,41506.0,profiles
PER-90883,23.0,Madrid,España,PHP,Vue,Azure Fundamentals|None,3.0,Tecnólogo,Data Science,34743.0,profiles
PER-90884,23.0,Miami,USA,C#,React|Vue,Azure Fundamentals,2.0,Técnico,BI/Analytics,65759.0,profiles
PER-90885,30.0,Rosario,Argentina,Kotlin|R,Vue|.NET,Azure Fundamentals,0.0,Posgrado,IA,30707.0,profiles
PER-90886,25.0,Rosario,Argentina,Swift,Vue|React,Cisco CCNA,2.0,Autodidacta,Cloud,22.667,profiles
PER-90887,30.0,Monterrey,México,Swift|R,Laravel,GCP ACE|Scrum Master,2.0,Tecnólogo,Backend,14734.0,profiles
PER-90888,32.0,Arequipa,Perú,swift|typescript,FastAPI,Unknown,1.0,Pregrado,BI/Analytics,27366.0,profiles
PER-90889,34.0,Cusco,Perú,Swift|Kotlin|Python,FastAPI|Vue,Unknown,1.0,Autodidacta,Data Science,20794.0,profiles
PER-90890,45.0,Córdoba,Argentina,Java|TypeScript|C#,Angular|FastAPI,Scrum Master|None,5.0,Pregrado,IA,23669.0,profiles
PER-90891,35.0,Cordoba,Argentina,Go|Python|TypeScript,Angular|Flask,Unknown,3.0,Posgrado,IA,17213.0,profiles
PER-90892,34.0,Cusco,Perú,TypeScript|C#,React|Flask,GCP ACE|AWS CCP,5.0,Posgrado,Backend,13359.0,profiles
PER-90893,27.0,Medellín,Colombia,PHP|Java|Kotlin,Django,Cisco CCNA,1.0,Técnico,Frontend,9.78,profiles
PER-90894,28.0,Córdoba,Argentina,TypeScript|Go,Spark|.NET,GCP ACE,3.0,Tecnólogo,Ciberseguridad,13961.0,profiles
PER-90895,26.0,Rosario,Argentina,JavaScript|Scala|Python,Node.js,Scrum Master,6.0,Tecnólogo,IA,19326.0,profiles
PER-90896,26.0,Valparaíso,Chile,PHP|Kotlin,React|Django,Scrum Master|Azure Fundamentals,4.0,Tecnólogo,Data Science,20540.0,profiles
PER-90897,42.0,Madrid,España,C#|PHP,.NET,GCP ACE|AWS CCP,7.0,Técnico,Frontend,36016.0,profiles
PER-90898,18.0,Córdoba,Argentina,R|Kotlin,Vue|.NET,GCP ACE|Cisco CCNA,1.0,Tecnólogo,IA,17172.0,profiles
PER-90899,23.0,Rosario,Argentina,Scala|PHP,Django,Unknown,4.0,Técnico,BI/Analytics,20732.0,profiles
PER-90900,20.0,Arequipa,Perú,TypeScript,Spark,None|Azure Fundamentals,1.0,Posgrado,BI/Analytics,25377.0,profiles
PER-90901,24.0,Santiago,Chile,JavaScript,Vue|.NET,GCP ACE,3.0,Autodidacta,DevOps,19.604,profiles
PER-90902,38.0,Valencia,España,Scala,Spring,Cisco CCNA,1.0,Técnico,Ciberseguridad,43.416,profiles
PER-90903,18.0,Seattle,USA,Java,React|.NET,None|Scrum Master,3.0,Posgrado,Cloud,91338.0,profiles
PER-90904,29.0,???,Argentina,Python|PHP|Kotlin,Angular|React,Cisco CCNA,0.0,Posgrado,Data Science,25.011,profiles
PER-90905,33.0,Bucaramanga,Colombia,Kotlin|PHP,Flask|FastAPI,Azure Fundamentals,5.0,Autodidacta,BI/Analytics,10.596,profiles
PER-90906,29.0,CONCEPCIÓN,Chile,C#|TypeScript,Django|Flask,GCP ACE,5.0,Autodidacta,Frontend,23721.0,profiles
PER-90907,19.0,Miami,USA,JavaScript|Python|PHP,Node.js,Azure Fundamentals,2.0,Pregrado,Cloud,,profiles
PER-90908,28.0,CDMX,México,swift|scala|typescript,Vue|Spring,GCP ACE,2.0,Pregrado,Ciberseguridad,23610.0,profiles
PER-90909,23.0,Cartagena,Colombia,Java|Python,Angular|Flask,Scrum Master|None,5.0,Autodidacta,BI/Analytics,16213.0,profiles
PER-90910,29.0,Barranquilla,Colombia,javascript|c#|typescript,Django|Angular,Scrum Master,2.0,Posgrado,Backend,10304.0,profiles
PER-90911,35.0,Lima,Perú,Scala|Swift,Spring,Cisco CCNA,4.0,Autodidacta,Data Science,28020.0,profiles
PER-90912,25.0,Puebla,México,Swift,Django,None|Azure Fundamentals,2.0,Pregrado,Ciberseguridad,13659.0,profiles
PER-90913,25.0,Arequipa,Perú,Scala|PHP|Kotlin,Spark|Angular,AWS CCP,4.0,Posgrado,Data Science,31094.0,profiles
PER-90914,31.0,ROSARIO,Argentina,PHP|Swift|TypeScript,Spark,Azure Fundamentals,3.0,Técnico,Ciberseguridad,21749.0,profiles
PER-90915,35.0,Santiago,Chile,Swift|Go,Django,Scrum Master,5.0,Tecnólogo,BI/Analytics,15738.0,profiles
PER-90916,25.0,medellín,Colombia,Go,Laravel,Cisco CCNA,2.0,Autodidacta,DevOps,14.726,profiles
PER-90917,29.0,Miami,USA,PHP,Vue|Flask,GCP ACE,3.0,Autodidacta,BI/Analytics,106.293,profiles
PER-90918,35.0,Madrid,España,JavaScript|Java,React,Scrum Master,2.0,Técnico,DevOps,47206.0,profiles
PER-90919,23.0,San Francisco,USA,Kotlin|JavaScript,.NET|Angular,None|GCP ACE,1.0,Posgrado,Backend,122967.0,profiles
PER-90920,30.0,Santiago,Chile,Scala|Java,Vue|Node.js,Scrum Master,0.0,Autodidacta,Data Science,47617.0,profiles
PER-90921,21.0,Seattle,USA,JavaScript|Swift,Spark|React,None|Cisco CCNA,2.0,Tecnólogo,Frontend,,profiles
PER-90922,29.0,New York,USA,Scala|Swift|R,Node.js|.NET,GCP ACE,5.0,Tecnólogo,Backend,71627.0,profiles
PER-90923,24.0,Valparaíso,Chile,PHP|Swift,Angular,Cisco CCNA|Scrum Master,5.0,Pregrado,Cloud,24140.0,profiles
PER-90924,44.0,Buenos Aires,Argentina,java|go,FastAPI|Spark,Cisco CCNA|Scrum Master,5.0,Técnico,BI/Analytics,15267.0,profiles
PER-90925,36.0,miami,USA,kotlin|scala|c#,Node.js,Scrum Master,0.0,Técnico,Frontend,100276.0,profiles
PER-90926,29.0,Barranquilla,Colombia,kotlin|r,Node.js,Cisco CCNA,0.0,Tecnólogo,Ciberseguridad,13045.0,profiles
PER-90927,19.0,Cusco,Perú,Kotlin|TypeScript,Angular,Azure Fundamentals,0.0,Pregrado,DevOps,19011.0,profiles
PER-90928,30.0,Guadalajara,México,TypeScript,Django|Spark,None,3.0,Posgrado,Cloud,12356.0,profiles
PER-90929,18.0,Guadalajara,México,Python|R,Angular,GCP ACE,2.0,Tecnólogo,IA,14817.0,profiles
PER-90930,34.0,Arequipa,Perú,scala,Angular|FastAPI,Unknown,3.0,Autodidacta,Frontend,25275.0,profiles
PER-90931,32.0,San Francisco,USA,TypeScript|Java,Laravel|.NET,Cisco CCNA|GCP ACE,3.0,Pregrado,Backend,114149.0,profiles
PER-90932,32.0,???,Argentina,R|PHP,Spark|Spring,AWS CCP,1.0,Técnico,Cloud,17176.0,profiles
PER-90933,33.0,Concepción,Chile,JavaScript|R,Spring|Angular,AWS CCP,1.0,Pregrado,Ciberseguridad,27500.0,profiles
PER-90934,29.0,Córdoba,Argentina,Scala|Java,Angular|Vue,Scrum Master,4.0,Tecnólogo,Backend,14536.0,profiles
PER-90935,30.0,Sevilla,España,Scala,FastAPI|Node.js,Scrum Master,3.0,Tecnólogo,BI/Analytics,38854.0,profiles
PER-90936,18.0,Valparaíso,Chile,C#|Python,.NET,Scrum Master,1.0,Tecnólogo,BI/Analytics,25721.0,profiles
PER-90937,31.0,Lima,Perú,JavaScript|Swift|TypeScript,Django|Node.js,Azure Fundamentals,4.0,Tecnólogo,IA,13040.0,profiles
PER-90938,18.0,Valencia,España,typescript|c#,Django,Scrum Master,1.0,Técnico,BI/Analytics,28753.0,profiles
PER-90939,31.0,???,España,JavaScript|Scala,React|.NET,AWS CCP,5.0,Autodidacta,IA,47.678,profiles
PER-90940,38.0,Guadalajara,México,python,Angular|Flask,AWS CCP,3.0,Tecnólogo,Ciberseguridad,18.932,profiles
PER-90941,35.0,New York,USA,typescript|java,Django,Cisco CCNA|AWS CCP,6.0,Tecnólogo,Cloud,108.7,profiles
PER-90942,32.0,CDMX,México,TypeScript|JavaScript,React|Flask,Scrum Master|GCP ACE,3.0,Técnico,Frontend,16261.0,profiles
PER-90943,25.0,BUENOS AIRES,Argentina,Go|TypeScript,Spring,AWS CCP,2.0,Técnico,Ciberseguridad,16711.0,profiles
PER-90944,36.0,Cordoba,Argentina,javascript|swift|python,Flask,Cisco CCNA|GCP ACE,3.0,Posgrado,DevOps,18194.0,profiles
PER-90945,28.0,Sevilla,España,Java|PHP|Go,Vue|Node.js,Unknown,3.0,Tecnólogo,Ciberseguridad,35.752,profiles
PER-90946,31.0,Córdoba,Argentina,go|python,Spring|Flask,Azure Fundamentals,1.0,Técnico,Frontend,29653.0,profiles
PER-90947,27.0,???,México,R|Java|Python,.NET,Unknown,2.0,Pregrado,BI/Analytics,17569.0,profiles
PER-90948,39.0,Barranquilla,Colombia,TypeScript|PHP,Spark,Scrum Master|AWS CCP,1.0,Posgrado,Cloud,16.001,profiles
PER-90949,39.0,Concepción,Chile,Java|Python,React|Vue,GCP ACE,2.0,Posgrado,IA,22232.0,profiles
PER-90950,31.0,New York,USA,R|Go,Django|Laravel,AWS CCP|Azure Fundamentals,3.0,Técnico,IA,170.872,profiles
PER-90951,28.0,Lima,Perú,PHP,Spring,Scrum Master,5.0,Pregrado,Ciberseguridad,27424.0,profiles
PER-90952,18.0,Cartagena,Colombia,Python,Laravel,AWS CCP,4.0,Autodidacta,Cloud,9431.0,profiles
PER-90953,20.0,Córdoba,Argentina,C#|Scala,Laravel,AWS CCP,3.0,Tecnólogo,DevOps,16953.0,profiles
PER-90954,34.0,Valencia,España,scala,Spring|.NET,Azure Fundamentals,3.0,Pregrado,BI/Analytics,38.478,profiles
PER-90955,31.0,Buenos Aires,Argentina,Swift|Kotlin,Spark,Cisco CCNA|AWS CCP,2.0,Posgrado,DevOps,15374.0,profiles
PER-90956,27.0,Rosario,Argentina,TypeScript,Node.js,Unknown,6.0,Pregrado,Cloud,15010.0,profiles
PER-90957,33.0,Valencia,España,Swift,Spark,AWS CCP,3.0,Posgrado,Cloud,31.912,profiles
PER-90958,31.0,Puebla,México,Swift|Go|JavaScript,Spark|.NET,Azure Fundamentals,4.0,Tecnólogo,Cloud,15444.0,profiles
PER-90959,18.0,Monterrey,México,Java|JavaScript|Scala,Flask|Django,AWS CCP|GCP ACE,0.0,Pregrado,DevOps,15.925,profiles
PER-90960,31.0,Monterrey,México,javascript|r|go,Angular,Unknown,4.0,Tecnólogo,IA,17046.0,profiles
PER-90961,31.0,Madrid,España,Go|PHP|Scala,Spring,Cisco CCNA,4.0,Tecnólogo,Cloud,30.753,profiles
PER-90962,24.0,Concepción,Chile,Swift|JavaScript|PHP,React,None|GCP ACE,,Técnico,Backend,21080.0,profiles
PER-90963,37.0,Córdoba,Argentina,PHP|Go,Vue|.NET,Cisco CCNA,3.0,Tecnólogo,Frontend,32.979,profiles
PER-90964,26.0,Rosario,Argentina,javascript,Spring,GCP ACE,3.0,Técnico,Data Science,20601.0,profiles
PER-90965,33.0,Lima,Perú,kotlin|typescript,Laravel|Node.js,Unknown,3.0,Posgrado,DevOps,24030.0,profiles
PER-90966,21.0,Valparaíso,Chile,JavaScript|PHP,Vue|Spring,Unknown,0.0,Posgrado,Cloud,24.878,profiles
PER-90967,22.0,Córdoba,Argentina,Java,.NET|React,Scrum Master|Azure Fundamentals,5.0,Tecnólogo,Ciberseguridad,17473.0,profiles
PER-90968,34.0,Barranquilla,Colombia,R|PHP|Python,Angular|Laravel,AWS CCP|Scrum Master,3.0,Tecnólogo,Ciberseguridad,13258.0,profiles
PER-90969,32.0,Córdoba,Argentina,TypeScript|Kotlin|C#,Laravel|Django,Unknown,5.0,Autodidacta,Cloud,17869.0,profiles
PER-90970,28.0,CDMX,México,PHP|C#|Kotlin,.NET,Unknown,4.0,Posgrado,Ciberseguridad,18.132,profiles
PER-90971,38.0,Buenos Aires,Argentina,javascript,Laravel,GCP ACE,0.0,Posgrado,Frontend,21.212,profiles
PER-90972,30.0,Córdoba,Argentina,Java|TypeScript|Go,Flask|FastAPI,Cisco CCNA,1.0,Posgrado,IA,34142.0,profiles
PER-90973,23.0,Monterrey,México,go|r|swift,Django,AWS CCP,0.0,Pregrado,DevOps,13697.0,profiles
PER-90974,35.0,Santiago,Chile,python|scala|c#,Angular|.NET,Scrum Master,0.0,Autodidacta,Frontend,22210.0,profiles
PER-90975,28.0,Córdoba,Argentina,Scala|Kotlin,Vue,Unknown,3.0,Técnico,Frontend,32479.0,profiles
PER-90976,29.0,Monterrey,México,Java|Python|TypeScript,Flask,GCP ACE,5.0,Tecnólogo,Backend,27073.0,profiles
PER-90977,,Arequipa,Perú,c#,Spark|.NET,Unknown,3.0,Autodidacta,Ciberseguridad,17.819,profiles
PER-90978,26.0,Cusco,Perú,TypeScript|Java,FastAPI|.NET,None|Cisco CCNA,3.0,Tecnólogo,Data Science,14.295,profiles
PER-90979,33.0,Bogotá,Colombia,Go|PHP|Kotlin,Spark,Scrum Master,2.0,Autodidacta,IA,15919.0,profiles
PER-90980,35.0,Madrid,España,TypeScript|Kotlin|R,Spring,AWS CCP,2.0,Posgrado,IA,39513.0,profiles
PER-90981,39.0,Bucaramanga,Colombia,PHP|Swift,Vue,Azure Fundamentals|Scrum Master,1.0,Autodidacta,Data Science,13006.0,profiles
PER-90982,29.0,Valparaíso,Chile,Python|JavaScript|R,Angular|Vue,Azure Fundamentals,3.0,Autodidacta,BI/Analytics,22637.0,profiles
PER-90983,18.0,Valparaíso,Chile,JavaScript|Java|TypeScript,Spark,Azure Fundamentals|GCP ACE,0.0,Posgrado,Data Science,33344.0,profiles
PER-90984,33.0,Lima,Perú,Swift,Angular,Scrum Master,7.0,Posgrado,Frontend,11430.0,profiles
PER-90985,29.0,Lima,Perú,TypeScript|JavaScript|Swift,Angular,GCP ACE,3.0,Tecnólogo,BI/Analytics,26759.0,profiles
PER-90986,30.0,Puebla,México,Go|Scala,FastAPI,GCP ACE|Cisco CCNA,4.0,Tecnólogo,Ciberseguridad,16087.0,profiles
PER-90987,33.0,Cartagena,Colombia,R|Scala,Spring|Vue,Unknown,4.0,Autodidacta,Ciberseguridad,17.045,profiles
PER-90988,18.0,Seattle,USA,PHP|JavaScript,.NET,Cisco CCNA,1.0,Pregrado,IA,,profiles
PER-90989,44.0,Seattle,USA,PHP|C#,React,Scrum Master,3.0,Autodidacta,DevOps,95401.0,profiles
PER-90990,30.0,Valencia,España,Python|Scala,Node.js|Spark,None|AWS CCP,0.0,Pregrado,DevOps,36.682,profiles
PER-90991,,New York,USA,R|Swift,Laravel|.NET,Azure Fundamentals|GCP ACE,3.0,Tecnólogo,DevOps,91128.0,profiles
PER-90992,39.0,Bogotá,Colombia,JavaScript|Python|R,Node.js|Angular,AWS CCP,2.0,Posgrado,Data Science,9.718,profiles
PER-90993,18.0,Cali,Colombia,go|c#,Django|React,Cisco CCNA|AWS CCP,0.0,Pregrado,Data Science,9615.0,profiles
PER-90994,27.0,Cartagena,Colombia,JavaScript,Spark,None|Scrum Master,0.0,Autodidacta,BI/Analytics,12220.0,profiles
PER-90995,,Austin,USA,Scala|C#|R,FastAPI,Scrum Master,7.0,Tecnólogo,Cloud,,profiles
PER-90996,33.0,Barranquilla,Colombia,Java|Go,Spark,Cisco CCNA,0.0,Pregrado,IA,12396.0,profiles
PER-90997,34.0,Barcelona,España,Java|JavaScript,.NET|Spark,Unknown,1.0,Posgrado,DevOps,32405.0,profiles
PER-90998,33.0,Sevilla,España,Scala,FastAPI,None|Azure Fundamentals,5.0,Tecnólogo,BI/Analytics,35276.0,profiles
PER-90999,34.0,Valencia,España,JavaScript|Kotlin,React,GCP ACE,5.0,Posgrado,Data Science,38149.0,profiles
PER-91000,18.0,Valencia,España,R,Django,Cisco CCNA,1.0,Pregrado,Ciberseguridad,53023.0,profiles
PER-91001,27.0,Arequipa,Perú,r,Flask|Vue,None|Scrum Master,6.0,Autodidacta,DevOps,21400.0,profiles
PER-91002,21.0,Guadalajara,México,Swift|Scala,.NET,Azure Fundamentals|Scrum Master,1.0,Tecnólogo,Data Science,27108.0,profiles
PER-91003,25.0,Arequipa,Perú,typescript|java|swift,Spark,None,1.0,Técnico,IA,28174.0,profiles
PER-91004,32.0,Santiago,Chile,JavaScript|TypeScript,Vue,GCP ACE,1.0,Pregrado,Cloud,24424.0,profiles
PER-91005,32.0,rosario,Argentina,C#|Swift,Angular,GCP ACE,5.0,Pregrado,DevOps,16904.0,profiles
PER-91006,37.0,Puebla,México,Python|R,.NET,GCP ACE|AWS CCP,1.0,Tecnólogo,Data Science,15088.0,profiles
PER-91007,31.0,Cusco,Perú,C#,Laravel,Scrum Master,1.0,Tecnólogo,IA,22582.0,profiles
PER-91008,24.0,Cusco,Perú,Go,FastAPI,Scrum Master,2.0,Tecnólogo,Frontend,21766.0,profiles
PER-91009,18.0,MEDELLÍN,Colombia,C#|TypeScript|Scala,Angular,Scrum Master|GCP ACE,3.0,Autodidacta,IA,9813.0,profiles
PER-91010,19.0,Austin,USA,python|r,React|Angular,GCP ACE,2.0,Tecnólogo,DevOps,137.499,profiles
PER-91011,19.0,Medellín,Colombia,Python,Vue,Cisco CCNA,3.0,Tecnólogo,DevOps,15949.0,profiles
PER-91012,30.0,New York,USA,Swift|R,Laravel|FastAPI,AWS CCP,2.0,Posgrado,DevOps,,profiles
PER-91013,22.0,New York,USA,R|Scala,Laravel|Spark,AWS CCP,6.0,Pregrado,Ciberseguridad,140.352,profiles
PER-91014,32.0,Arequipa,Perú,Java|Go,React,AWS CCP|None,3.0,Autodidacta,BI/Analytics,28250.0,profiles
PER-91015,25.0,Sevilla,España,TypeScript|C#,FastAPI,None|Cisco CCNA,3.0,Pregrado,Backend,22435.0,profiles
PER-91016,43.0,Puebla,México,C#,Flask|Spark,Scrum Master,0.0,Pregrado,IA,23586.0,profiles
PER-91017,24.0,New York,USA,JavaScript|TypeScript,Spark,Scrum Master,3.0,Técnico,Backend,84448.0,profiles
PER-91018,34.0,Rosario,Argentina,Scala|Kotlin,FastAPI,None|AWS CCP,2.0,Autodidacta,IA,31589.0,profiles
PER-91019,25.0,Valparaíso,Chile,Python|PHP,Angular,AWS CCP,6.0,Autodidacta,Ciberseguridad,25054.0,profiles
PER-91020,26.0,Buenos Aires,Argentina,typescript|r|python,.NET|Spark,Azure Fundamentals,1.0,Autodidacta,Data Science,35681.0,profiles
PER-91021,22.0,New York,USA,Python|Swift|R,Laravel,Cisco CCNA|AWS CCP,1.0,Pregrado,Backend,,profiles
PER-91022,32.0,Valencia,España,scala,Spring,Scrum Master|GCP ACE,5.0,Tecnólogo,DevOps,43636.0,profiles
PER-91023,30.0,SAN FRANCISCO,USA,TypeScript|Swift,FastAPI,GCP ACE,3.0,Posgrado,BI/Analytics,115754.0,profiles
PER-91024,39.0,Guadalajara,México,swift|r|scala,Spring,Scrum Master|AWS CCP,3.0,Tecnólogo,Data Science,26492.0,profiles
PER-91025,31.0,Monterrey,México,Swift|JavaScript,React,None|Azure Fundamentals,2.0,Autodidacta,Frontend,30.559,profiles
PER-91026,25.0,Rosario,Argentina,TypeScript|Kotlin|R,FastAPI,Cisco CCNA,2.0,Pregrado,IA,21235.0,profiles
PER-91027,24.0,Cartagena,Colombia,Go,Spark|Django,Scrum Master,2.0,Autodidacta,Backend,7787.0,profiles
PER-91028,25.0,Seattle,USA,typescript|r,Spark,None,1.0,Técnico,BI/Analytics,,profiles
PER-91029,34.0,New York,USA,swift|python|java,.NET,GCP ACE,3.0,Pregrado,BI/Analytics,105460.0,profiles
PER-91030,18.0,Valparaíso,Chile,JavaScript|C#,Vue|Laravel,AWS CCP|Cisco CCNA,1.0,Autodidacta,IA,31456.0,profiles
PER-91031,37.0,Rosario,Argentina,Java|R,FastAPI|Laravel,Unknown,5.0,Técnico,Ciberseguridad,18.016,profiles
PER-91032,35.0,Austin,USA,kotlin|python,Django,AWS CCP,0.0,Pregrado,Cloud,80764.0,profiles
PER-91033,32.0,Valencia,España,R|TypeScript|Python,Angular|Laravel,Cisco CCNA|None,6.0,Autodidacta,Backend,32122.0,profiles
PER-91034,26.0,Lima,Perú,TypeScript|Swift,FastAPI|Angular,AWS CCP,1.0,Autodidacta,BI/Analytics,15.412,profiles
PER-91035,23.0,Miami,USA,python,React,Scrum Master|GCP ACE,7.0,Autodidacta,IA,107676.0,profiles
