ID_Persona,Edad,Ciudad,País,Lenguajes_Dominio,Frameworks_Dominio,Certificaciones,Años_Experiencia,Nivel_Educativo,Área_Trabajo_Actual,Salario_Actual_USD
PER-90896,26,Valparaíso,Chile,PHP|Kotlin,React|Django,Scrum Master|Azure Fundamentals,4.0,Tecnólogo,Data Science,USD 20540
PER-90897,42,Madrid,España,C#|PHP,.NET,GCP ACE|AWS CCP,7.0,Técnico,Frontend,"$36,016"
PER-90898,18,Córdoba,Argentina,R|Kotlin,Vue|.NET,GCP ACE|Cisco CCNA,1.0,Tecnólogo,IA,USD 17172
PER-90899,23,Rosario,Argentina,Scala|PHP,Django,None,4.0,Técnico,BI/Analytics,$20732
PER-90900,20,Arequipa,Perú,TypeScript,Spark,None|Azure Fundamentals,1.0,Posgrado,BI/Analytics,25377
PER-90901,24,Santiago,Chile,JavaScript,Vue|.NET,GCP ACE ,3.0,Autodidacta,DevOps,US$ 19.604
PER-90902,38,Valencia,España,Scala,Spring,Cisco CCNA,1.0,Técnico,Ciberseguridad,US$ 43.416
PER-90903,18,Seattle,USA,Java,React|.NET,None|Scrum Master,3.0,Posgrado,Cloud,"$91,338"
PER-90904,29,???,Argentina,Python|PHP|Kotlin,Angular|React,Cisco CCNA,0.0,Posgrado,Data Science,US$ 25.011
PER-90905,33,Bucaramanga,Colombia,Kotlin|PHP,Flask|FastAPI,Azure Fundamentals,5.0,Autodidacta,BI/Analytics,US$ 10.596
PER-90906,29,CONCEPCIÓN,Chile,C#|TypeScript,Django|Flask,GCP ACE,5.0,Autodidacta,Frontend,$23721
PER-90907,19,Miami,USA,JavaScript|Python|PHP,Node.js,Azure Fundamentals,2.0,Pregrado,Cloud,USD 131037
PER-90908,28,CDMX,México,swift|scala|typescript,Vue|Spring,GCP ACE,2.0,Pregrado,Ciberseguridad,USD 23610
PER-90909,23,Cartagena,Colombia,Java|Python,Angular|Flask,Scrum Master|None,5.0,Autodidacta,BI/Analytics,$16213
PER-90910,29,Barranquilla,Colombia,javascript|c#|typescript,Django|Angular,Scrum Master,2.0,Posgrado,Backend,$10304
PER-90911,35,Lima,Perú,Scala|Swift,Spring,Cisco CCNA,4.0,Autodidacta,Data Science,$28020
PER-90912,25,Puebla,México,Swift,Django,None|Azure Fundamentals ,2.0,Pregrado,Ciberseguridad,13659
PER-90913,25,Arequipa,Perú,Scala|PHP|Kotlin,Spark|Angular,AWS CCP,4.0,Posgrado,Data Science,$31094
PER-90914,31,ROSARIO,Argentina,PHP|Swift|TypeScript,Spark,Azure Fundamentals,3.0,Técnico,Ciberseguridad,USD 21749
PER-90915,35,Santiago,Chile,Swift|Go,Django,Scrum Master ,5.0,Tecnólogo,BI/Analytics,"$15,738"
PER-90916,25,medellín,Colombia,Go,Laravel,Cisco CCNA,2.0,Autodidacta,DevOps,US$ 14.726
PER-90917,29,Miami,USA,PHP,Vue|Flask,GCP ACE,3.0,Autodidacta,BI/Analytics,US$ 106.293
PER-90918,35,Madrid ,España,JavaScript|Java,React,Scrum Master,2.0,Técnico,DevOps,"$47,206"
PER-90919,23,San Francisco,USA,Kotlin|JavaScript,.NET|Angular,None|GCP ACE,1.0,Posgrado,Backend,USD 122967
PER-90920,30,Santiago,Chile,Scala|Java,Vue|Node.js,Scrum Master,0.0,Autodidacta,Data Science,$47617
PER-90921,21,Seattle,USA,JavaScript|Swift,Spark|React,None|Cisco CCNA,2.0,Tecnólogo,Frontend,$140417
PER-90922,29,New York,USA,Scala|Swift|R,Node.js|.NET,GCP ACE,5.0,Tecnólogo,Backend,"$71,627"
PER-90923,24,Valparaíso,Chile,PHP|Swift,Angular,Cisco CCNA|Scrum Master,5.0,Pregrado,Cloud,USD 24140
PER-90924,44,Buenos Aires,Argentina,java|go,FastAPI|Spark,Cisco CCNA|Scrum Master,5.0,Técnico,BI/Analytics,15267
PER-90925,36,miami,USA,kotlin|scala|c#,Node.js,Scrum Master,0.0,Técnico,Frontend,USD 100276
PER-90926,29,Barranquilla,Colombia,kotlin|r,Node.js,Cisco CCNA,0.0,Tecnólogo,Ciberseguridad,13045
PER-90927,19,Cusco,Perú,Kotlin|TypeScript,Angular,Azure Fundamentals,0.0,Pregrado,DevOps,$19011
PER-90928,30,Guadalajara,México,TypeScript,Django|Spark,None ,3.0,Posgrado,Cloud,USD 12356
PER-90929,18,Guadalajara,México,Python|R,Angular,GCP ACE ,2.0,Tecnólogo,IA,USD 14817
PER-90930,34,Arequipa,Perú,scala,Angular|FastAPI,None,3.0,Autodidacta,Frontend,25275
PER-90931,32,San Francisco,USA,TypeScript|Java,Laravel|.NET,Cisco CCNA|GCP ACE,3.0,Pregrado,Backend,"$114,149"
PER-90932,32,???,Argentina,R|PHP,Spark|Spring,AWS CCP,1.0,Técnico,Cloud,"$17,176"
PER-90933,33,Concepción,Chile,JavaScript|R,Spring|Angular,AWS CCP,1.0,Pregrado,Ciberseguridad,USD 27500
PER-90934,29,Córdoba,Argentina,Scala|Java,Angular|Vue,Scrum Master,4.0,Tecnólogo,Backend,$14536
PER-90935,30,Sevilla,España,Scala,FastAPI|Node.js,Scrum Master,3.0,Tecnólogo,BI/Analytics,"$38,854"
PER-90936,18,Valparaíso,Chile,C#|Python,.NET,Scrum Master,1.0,Tecnólogo,BI/Analytics,$25721
PER-90937,31,Lima,Perú,JavaScript|Swift|TypeScript,Django|Node.js,Azure Fundamentals,4.0,Tecnólogo,IA,"$13,040"
PER-90938,18,Valencia,España,typescript|c#,Django,Scrum Master,1.0,Técnico,BI/Analytics,USD 28753
PER-90939,31,???,España,JavaScript|Scala,React|.NET,AWS CCP,5.0,Autodidacta,IA,US$ 47.678
PER-90940,38,Guadalajara,México,python,Angular|Flask,AWS CCP,3.0,Tecnólogo,Ciberseguridad,US$ 18.932
PER-90941,35,New York,USA,typescript|java,Django,Cisco CCNA|AWS CCP,6.0,Tecnólogo,Cloud,US$ 108.700
PER-90942,32,CDMX,México,TypeScript|JavaScript,React|Flask,Scrum Master|GCP ACE,3.0,Técnico,Frontend,"$16,261"
PER-90943,25,BUENOS AIRES,Argentina,Go|TypeScript,Spring,AWS CCP,2.0,Técnico,Ciberseguridad,$16711
PER-90944,36,Cordoba,Argentina,javascript|swift|python,Flask,Cisco CCNA|GCP ACE,3.0,Posgrado,DevOps,$18194
PER-90945,28,Sevilla,España,Java|PHP|Go,Vue|Node.js,None,3.0,Tecnólogo,Ciberseguridad,US$ 35.752
PER-90946,31,Córdoba,Argentina,go|python,Spring|Flask,Azure Fundamentals,1.0,Técnico,Frontend,"$29,653"
PER-90947,27,???,México,R|Java|Python,.NET,None,2.0,Pregrado,BI/Analytics,$17569
PER-90948,39,Barranquilla ,Colombia,TypeScript|PHP,Spark,Scrum Master|AWS CCP,1.0,Posgrado,Cloud,US$ 16.001
PER-90949,39,Concepción,Chile,Java|Python,React|Vue,GCP ACE,2.0,Posgrado,IA,22232
PER-90950,31,New York,USA,R|Go,Django|Laravel,AWS CCP|Azure Fundamentals,3.0,Técnico,IA,US$ 170.872
PER-90951,28,Lima,Perú,PHP,Spring,Scrum Master,5.0,Pregrado,Ciberseguridad,"$27,424"
PER-90952,18,Cartagena,Colombia,Python,Laravel,AWS CCP ,4.0,Autodidacta,Cloud,"$9,431"
PER-90953,20,Córdoba,Argentina,C#|Scala,Laravel,AWS CCP,3.0,Tecnólogo,DevOps,USD 16953
PER-90954,34,Valencia,España,scala,Spring|.NET,Azure Fundamentals,3.0,Pregrado,BI/Analytics,US$ 38.478
PER-90955,31,Buenos Aires,Argentina,Swift|Kotlin,Spark,Cisco CCNA|AWS CCP,2.0,Posgrado,DevOps,"$15,374"
PER-90956,27,Rosario,Argentina,TypeScript,Node.js,None,6.0,Pregrado,Cloud,15010
PER-90957,33,Valencia,España,Swift,Spark,AWS CCP,3.0,Posgrado,Cloud,US$ 31.912
PER-90958,31,Puebla,México,Swift|Go|JavaScript,Spark|.NET,Azure Fundamentals,4.0,Tecnólogo,Cloud,15444
PER-90959,18,Monterrey,México,Java|JavaScript|Scala,Flask|Django,AWS CCP|GCP ACE,0.0,Pregrado,DevOps,US$ 15.925
PER-90960,31,Monterrey,México,javascript|r|go,Angular,None,4.0,Tecnólogo,IA,17046
PER-90961,31,Madrid,España,Go|PHP|Scala,Spring,Cisco CCNA,4.0,Tecnólogo,Cloud,US$ 30.753
PER-90962,24,Concepción,Chile,Swift|JavaScript|PHP,React,None|GCP ACE,9.0,Técnico,Backend,$21080
PER-90963,37,Córdoba,Argentina,PHP|Go,Vue|.NET,Cisco CCNA,3.0,Tecnólogo,Frontend,US$ 32.979
PER-90964,26,Rosario,Argentina,javascript,Spring,GCP ACE,3.0,Técnico,Data Science,$20601
PER-90965,33,Lima,Perú,kotlin|typescript,Laravel|Node.js,None,3.0,Posgrado,DevOps,$24030
PER-90966,21,Valparaíso,Chile,JavaScript|PHP,Vue|Spring,None,0.0,Posgrado,Cloud,US$ 24.878
PER-90967,22,Córdoba,Argentina,Java,.NET|React,Scrum Master|Azure Fundamentals,5.0,Tecnólogo,Ciberseguridad,"$17,473"
PER-90968,34,Barranquilla,Colombia,R|PHP|Python,Angular|Laravel,AWS CCP|Scrum Master,3.0,Tecnólogo,Ciberseguridad,"$13,258"
PER-90969,32,Córdoba,Argentina,TypeScript|Kotlin|C#,Laravel|Django,None,5.0,Autodidacta,Cloud,17869
PER-90970,28,CDMX,México,PHP|C#|Kotlin,.NET,None,4.0,Posgrado,Ciberseguridad,US$ 18.132
PER-90971,38,Buenos Aires,Argentina,javascript,Laravel,GCP ACE,0.0,Posgrado,Frontend,US$ 21.212
PER-90972,30,Córdoba ,Argentina,Java|TypeScript|Go,Flask|FastAPI,Cisco CCNA,1.0,Posgrado,IA,USD 34142
PER-90973,23,Monterrey,México,go|r|swift,Django,AWS CCP,0.0,Pregrado,DevOps,USD 13697
PER-90974,35,Santiago,Chile,python|scala|c#,Angular|.NET,Scrum Master,0.0,Autodidacta,Frontend,"$22,210"
PER-90975,28,Córdoba,Argentina,Scala|Kotlin,Vue,None,3.0,Técnico,Frontend,"$32,479"
PER-90976,29,Monterrey,México,Java|Python|TypeScript,Flask,GCP ACE,5.0,Tecnólogo,Backend,$27073
PER-90977,,Arequipa,Perú,c#,Spark|.NET,None,3.0,Autodidacta,Ciberseguridad,US$ 17.819
PER-90978,26,Cusco,Perú,TypeScript|Java,FastAPI|.NET,None|Cisco CCNA,3.0,Tecnólogo,Data Science,US$ 14.295
PER-90979,33,Bogotá,Colombia,Go|PHP|Kotlin,Spark,Scrum Master,2.0,Autodidacta,IA,USD 15919
PER-90980,35,Madrid,España,TypeScript|Kotlin|R,Spring,AWS CCP,2.0,Posgrado,IA,USD 39513
PER-90981,39,Bucaramanga ,Colombia,PHP|Swift,Vue,Azure Fundamentals|Scrum Master ,1.0,Autodidacta,Data Science,13006
PER-90982,29,Valparaíso,Chile,Python|JavaScript|R,Angular|Vue,Azure Fundamentals,3.0,Autodidacta,BI/Analytics,$22637
PER-90983,18,Valparaíso,Chile,JavaScript|Java|TypeScript,Spark,Azure Fundamentals|GCP ACE,0.0,Posgrado,Data Science,"$33,344"
PER-90984,33,Lima,Perú,Swift,Angular,Scrum Master,7.0,Posgrado,Frontend,"$11,430"
PER-90985,29,Lima,Perú,TypeScript|JavaScript|Swift,Angular,GCP ACE,3.0,Tecnólogo,BI/Analytics,26759
PER-90986,30,Puebla,México,Go|Scala,FastAPI,GCP ACE|Cisco CCNA,4.0,Tecnólogo,Ciberseguridad,$16087
PER-90987,33,Cartagena,Colombia,R|Scala,Spring|Vue,None,4.0,Autodidacta,Ciberseguridad,US$ 17.045
PER-90988,18,Seattle,USA,PHP|JavaScript,.NET,Cisco CCNA,1.0,Pregrado,IA,USD 131572
PER-90989,44,Seattle,USA,PHP|C#,React,Scrum Master,3.0,Autodidacta,DevOps,USD 95401
PER-90990,30,Valencia,España,Python|Scala,Node.js|Spark,None|AWS CCP,0.0,Pregrado,DevOps,US$ 36.682
PER-90991,,New York,USA,R|Swift,Laravel|.NET,Azure Fundamentals|GCP ACE,3.0,Tecnólogo,DevOps,$91128
PER-90992,39,Bogotá,Colombia,JavaScript|Python|R,Node.js|Angular,AWS CCP,2.0,Posgrado,Data Science,US$ 9.718
PER-90993,18,Cali,Colombia,go|c#,Django|React,Cisco CCNA|AWS CCP,0.0,Pregrado,Data Science,"$9,615"
PER-90994,27,Cartagena,Colombia,JavaScript,Spark,None|Scrum Master,0.0,Autodidacta,BI/Analytics,$12220
PER-90995,,Austin,USA,Scala|C#|R,FastAPI,Scrum Master,7.0,Tecnólogo,Cloud,$191611
PER-90996,33,Barranquilla,Colombia,Java|Go,Spark,Cisco CCNA,0.0,Pregrado,IA,"$12,396"
PER-90997,34,Barcelona,España,Java|JavaScript,.NET|Spark,None,1.0,Posgrado,DevOps,32405
PER-90998,33,Sevilla,España,Scala,FastAPI,None|Azure Fundamentals,5.0,Tecnólogo,BI/Analytics,$35276
PER-90999,34,Valencia,España,JavaScript|Kotlin,React,GCP ACE,5.0,Posgrado,Data Science,USD 38149
PER-91000,18,Valencia,España,R,Django,Cisco CCNA,1.0,Pregrado,Ciberseguridad,USD 53023
PER-91001,27,Arequipa,Perú,r,Flask|Vue,None|Scrum Master,6.0,Autodidacta,DevOps,USD 21400
PER-91002,21,Guadalajara,México,Swift|Scala,.NET,Azure Fundamentals|Scrum Master,1.0,Tecnólogo,Data Science,USD 27108
PER-91003,25,Arequipa,Perú,typescript|java|swift,Spark,None ,1.0,Técnico,IA,28174
PER-91004,32,Santiago,Chile,JavaScript|TypeScript,Vue,GCP ACE,1.0,Pregrado,Cloud,USD 24424
PER-91005,32,rosario,Argentina,C#|Swift,Angular,GCP ACE ,5.0,Pregrado,DevOps,16904
PER-91006,37,Puebla,México,Python|R,.NET,GCP ACE|AWS CCP,1.0,Tecnólogo,Data Science,"$15,088"
PER-91007,31,Cusco,Perú,C#,Laravel,Scrum Master,1.0,Tecnólogo,IA,"$22,582"
PER-91008,24,Cusco,Perú,Go,FastAPI,Scrum Master,2.0,Tecnólogo,Frontend,$21766
PER-91009,18,MEDELLÍN,Colombia,C#|TypeScript|Scala,Angular,Scrum Master|GCP ACE,3.0,Autodidacta,IA,USD 9813
PER-91010,19,Austin,USA,python|r,React|Angular,GCP ACE,2.0,Tecnólogo,DevOps,US$ 137.499
PER-91011,19,Medellín,Colombia,Python,Vue,Cisco CCNA,3.0,Tecnólogo,DevOps,15949
PER-91012,30,New York,USA,Swift|R,Laravel|FastAPI,AWS CCP,2.0,Posgrado,DevOps,$140854
PER-91013,22,New York,USA,R|Scala,Laravel|Spark,AWS CCP,6.0,Pregrado,Ciberseguridad,US$ 140.352
PER-91014,32,Arequipa,Perú,Java|Go,React,AWS CCP|None ,,Autodidacta,BI/Analytics,"$28,250"
PER-91015,25,Sevilla,España,TypeScript|C#,FastAPI,None|Cisco CCNA ,3.0,Pregrado,Backend,USD 22435
PER-91016,43,Puebla,México,C#,Flask|Spark,Scrum Master,0.0,Pregrado,IA,USD 23586
PER-91017,24,New York,USA,JavaScript|TypeScript,Spark,Scrum Master,3.0,Técnico,Backend,$84448
PER-91018,34,Rosario,Argentina,Scala|Kotlin,FastAPI,None|AWS CCP,2.0,Autodidacta,IA,$31589
PER-91019,25,Valparaíso,Chile,Python|PHP,Angular,AWS CCP,6.0,Autodidacta,Ciberseguridad,USD 25054
PER-91020,26,Buenos Aires,Argentina,typescript|r|python,.NET|Spark,Azure Fundamentals,1.0,Autodidacta,Data Science,USD 35681
PER-91021,22,New York,USA,Python|Swift|R,Laravel,Cisco CCNA|AWS CCP,1.0,Pregrado,Backend,$128192
PER-91022,32,Valencia ,España,scala,Spring,Scrum Master|GCP ACE,5.0,Tecnólogo,DevOps,$43636
PER-91023,30,SAN FRANCISCO,USA,TypeScript|Swift,FastAPI,GCP ACE,,Posgrado,BI/Analytics,115754
PER-91024,39,Guadalajara,México,swift|r|scala,Spring,Scrum Master|AWS CCP,3.0,Tecnólogo,Data Science,USD 26492
PER-91025,31,Monterrey,México,Swift|JavaScript,React,None|Azure Fundamentals,2.0,Autodidacta,Frontend,US$ 30.559
PER-91026,25,Rosario,Argentina,TypeScript|Kotlin|R,FastAPI,Cisco CCNA ,2.0,Pregrado,IA,"$21,235"
PER-91027,24,Cartagena,Colombia,Go,Spark|Django,Scrum Master,2.0,Autodidacta,Backend,$7787
PER-91028,25,Seattle,USA,typescript|r,Spark,None ,1.0,Técnico,BI/Analytics,"$150,420"
PER-91029,34,New York,USA,swift|python|java,.NET,GCP ACE,3.0,Pregrado,BI/Analytics,$105460
PER-91030,18,Valparaíso,Chile,JavaScript|C#,Vue|Laravel,AWS CCP|Cisco CCNA,1.0,Autodidacta,IA,31456
PER-91031,37,Rosario,Argentina,Java|R,FastAPI|Laravel,None,5.0,Técnico,Ciberseguridad,US$ 18.016
PER-91032,35,Austin,USA,kotlin|python,Django,AWS CCP,0.0,Pregrado,Cloud,USD 80764
PER-91033,32,Valencia,España,R|TypeScript|Python,Angular|Laravel,Cisco CCNA|None,6.0,Autodidacta,Backend,32122
PER-91034,26,Lima,Perú,TypeScript|Swift,FastAPI|Angular,AWS CCP,1.0,Autodidacta,BI/Analytics,US$ 15.412
PER-91035,23,Miami,USA,python,React,Scrum Master|GCP ACE,7.0,Autodidacta,IA,$107676
PER-91036,31,Monterrey,México,JavaScript|R,Vue|Angular,Cisco CCNA,2.0,Tecnólogo,DevOps,"$12,550"
PER-91037,30,???,Chile,C#|Java,Laravel|Spark,GCP ACE,3.0,Tecnólogo,Backend,US$ 35.951
PER-91038,25,Cartagena,Colombia,C#,Node.js|.NET,Scrum Master,4.0,Técnico,Data Science,10897
PER-91039,23,Seattle,USA,Swift|Java,.NET|Django,Scrum Master|GCP ACE,0.0,Autodidacta,IA,$112310
PER-91040,33,Cali,Colombia,Kotlin,Spring,AWS CCP,3.0,Pregrado,BI/Analytics,$15559
PER-91041,28,Santiago,Chile,Java|Swift,Spring,GCP ACE|AWS CCP,5.0,Pregrado,Frontend,USD 27165
PER-91042,37,Rosario,Argentina,C#|JavaScript,Vue|Angular,Scrum Master|AWS CCP,2.0,Técnico,Frontend,31420
PER-91043,33,Cali,Colombia,JavaScript|Java,Vue|Spark,Scrum Master ,0.0,Técnico,Ciberseguridad,USD 10582
PER-91044,25,Rosario,Argentina,Swift|C#|Java,Spring|Vue,AWS CCP,3.0,Posgrado,Frontend,$19780
PER-91045,32,Puebla,México,Python,.NET|Django,GCP ACE,0.0,Tecnólogo,DevOps,"$33,284"
PER-91046,35,Bucaramanga,Colombia,Swift|PHP|Kotlin,Flask|React,Scrum Master|GCP ACE,1.0,Técnico,Frontend,"$11,530"
PER-91047,31,Cusco,Perú,Python|Go,Spark,Azure Fundamentals,4.0,Tecnólogo,Backend,"$17,245"
PER-91048,27,Cartagena,Colombia,JavaScript|TypeScript,Flask|FastAPI,Cisco CCNA|Azure Fundamentals,1.0,Autodidacta,Cloud,$14660
PER-91049,33,Córdoba,Argentina,C#,Angular|FastAPI,AWS CCP,2.0,Posgrado,Data Science,$19176
PER-91050,28,Concepción,Chile,C#|Scala,Flask,Cisco CCNA|Azure Fundamentals,0.0,Posgrado,BI/Analytics,USD 24763
PER-91051,24,Madrid,España,PHP,Laravel,Azure Fundamentals|Cisco CCNA,0.0,Autodidacta,Ciberseguridad,"$34,121"
PER-91052,23,Guadalajara,México,Java|R,Angular,AWS CCP,3.0,Pregrado,Cloud,USD 15972
PER-91053,42,Cartagena,Colombia,Java|Go,FastAPI|Node.js,Azure Fundamentals|AWS CCP,3.0,Tecnólogo,Cloud,12244
PER-91054,31,Bucaramanga,Colombia,PHP|TypeScript,Django|FastAPI,GCP ACE|Azure Fundamentals,3.0,Pregrado,DevOps,"$9,436"
PER-91055,27,Austin,USA,PHP|Scala,Node.js|FastAPI,Scrum Master|GCP ACE,1.0,Tecnólogo,DevOps,USD 108472
PER-91056,26,Valencia ,España,C#|Kotlin,Django,GCP ACE|Scrum Master,1.0,Posgrado,BI/Analytics,USD 51414
PER-91057,31,Barcelona,España,R|Go,Spark,AWS CCP,1.0,Posgrado,Backend,US$ 27.850
PER-91058,35,Lima,Perú,TypeScript|Go|Python,Django,AWS CCP,6.0,Tecnólogo,BI/Analytics,US$ 31.735
PER-91059,18,Santiago,Chile,php|kotlin,Spark,AWS CCP,6.0,Tecnólogo,IA,$41078
PER-91060,18,Bucaramanga,Colombia,Scala|PHP|Kotlin,FastAPI|Spark,Cisco CCNA,7.0,Posgrado,Frontend,US$ 9.419
PER-91061,33,Lima,Perú,typescript|javascript,React,AWS CCP|Azure Fundamentals,2.0,Pregrado,BI/Analytics,$23404
PER-91062,19,Rosario,Argentina,JavaScript|Kotlin,React,Azure Fundamentals,6.0,Posgrado,Data Science,US$ 11.561
PER-91063,33,Lima,Perú,php|c#,FastAPI,None,1.0,Posgrado,Cloud,13020
PER-91064,22,PUEBLA,México,Go|C#,Django|Vue,AWS CCP,1.0,Posgrado,BI/Analytics,$12029
PER-91065,26,Valparaíso,Chile,Java|Go,Spark,Scrum Master ,2.0,Técnico,DevOps,USD 28240
PER-91066,33,Rosario,Argentina,Go|TypeScript|JavaScript,.NET,AWS CCP|GCP ACE,,Pregrado,Cloud,"$22,023"
PER-91067,27,CDMX,México,TypeScript,Laravel,AWS CCP|Azure Fundamentals,3.0,Pregrado,Backend,"$29,227"
PER-91068,22,Buenos Aires,Argentina,JavaScript|Kotlin,Vue|Laravel,GCP ACE,4.0,Técnico,Frontend,"$14,016"
PER-91069,34,Buenos Aires,Argentina,Python,Django|Vue,Azure Fundamentals,3.0,Pregrado,IA,US$ 31.204
PER-91070,26,Concepcion,Chile,Swift,Spark,AWS CCP,4.0,Autodidacta,IA,$23067
PER-91071,26,CÓRDOBA,Argentina,C#|Java,Angular,Scrum Master ,1.0,Pregrado,Ciberseguridad,$19471
PER-91072,34,Sevilla,España,Python|Kotlin,Flask,Azure Fundamentals,6.0,Técnico,Frontend,USD 37083
PER-91073,38,Rosario,Argentina,python,Node.js,Scrum Master,2.0,Autodidacta,Frontend,"$18,425"
PER-91074,25,Monterrey,México,Swift|C#|Go,Node.js,Scrum Master|Azure Fundamentals,5.0,Técnico,DevOps,USD 27052
PER-91075,39,San Francisco,USA,Python|PHP|JavaScript,.NET|React,AWS CCP,3.0,Tecnólogo,Cloud,$86942
PER-91076,23,Arequipa ,Perú,c#,React,None,2.0,Posgrado,Backend,USD 15685
PER-91077,30,Lima,Perú,typescript,.NET|Node.js,Scrum Master,3.0,Tecnólogo,Ciberseguridad,USD 20717
PER-91078,39,Bucaramanga,Colombia,JavaScript,FastAPI,Cisco CCNA,6.0,Autodidacta,DevOps,$14100
PER-91079,23,Guadalajara,México,PHP|Python,Spark,AWS CCP,2.0,Posgrado,Data Science,"$12,673"
PER-91080,39,Concepción,Chile,PHP|Swift|R,Spark|Vue,AWS CCP,1.0,Tecnólogo,IA,USD 38553
PER-91081,32,Miami,USA,Go,.NET|Vue,Scrum Master|Cisco CCNA,2.0,Técnico,BI/Analytics,"$104,678"
PER-91082,31,CDMX,México,Scala,Vue,GCP ACE,2.0,Autodidacta,Frontend,"$20,719"
PER-91083,23,San Francisco,USA,C#|PHP,Django,Azure Fundamentals|GCP ACE,3.0,Posgrado,Ciberseguridad,US$ 81.019
PER-91084,20,Miami,USA,C#|Kotlin,Angular|.NET,GCP ACE,1.0,Pregrado,Frontend,"$179,132"
PER-91085,25,Cusco,Perú,PHP,FastAPI,Scrum Master,4.0,Técnico,Cloud,15501
PER-91086,25,Valparaíso,Chile,R,Spring,Cisco CCNA|AWS CCP,4.0,Tecnólogo,BI/Analytics,"$26,111"
PER-91087,26,Barcelona,España,php|r|javascript,Flask,None,4.0,Autodidacta,BI/Analytics,USD 32299
PER-91088,30,Cartagena,Colombia,JavaScript|Go,Angular|Django,AWS CCP,2.0,Técnico,DevOps,"$15,282"
PER-91089,45,Córdoba,Argentina,Python,Node.js,None|Scrum Master ,1.0,Autodidacta,DevOps,$27485
PER-91090,35,CARTAGENA,Colombia,Swift|JavaScript,Spark,Scrum Master,1.0,Tecnólogo,Cloud,$7000
PER-91091,18,Sevilla ,España,PHP|R|Swift,Spark,Azure Fundamentals|Scrum Master,7.0,Tecnólogo,BI/Analytics,US$ 50.138
PER-91092,32,Concepción,Chile,R,Node.js,GCP ACE,4.0,Posgrado,Ciberseguridad,"$30,995"
PER-91093,26,Madrid,España,R,FastAPI|.NET,Cisco CCNA,0.0,Posgrado,IA,$60525
PER-91094,20,Valencia,España,JavaScript|Kotlin,Spring|Spark,AWS CCP|Azure Fundamentals,1.0,Pregrado,BI/Analytics,$43174
PER-91095,19,Concepción,Chile,php,Angular,AWS CCP|Scrum Master,2.0,Autodidacta,DevOps,"$23,669"
PER-91096,31,CDMX,México,C#|Scala,FastAPI|.NET,Cisco CCNA,,Técnico,DevOps,USD 16581
PER-91097,31,Bogotá,Colombia,TypeScript,Laravel,AWS CCP|Azure Fundamentals,3.0,Autodidacta,IA,$12058
PER-91098,29,Miami,USA,Scala|TypeScript|Kotlin,Laravel|Angular,AWS CCP|None,0.0,Posgrado,IA,"$65,584"
PER-91099,32,New York,USA,C#|Scala,Laravel,AWS CCP,5.0,Pregrado,Data Science,128627
PER-91100,25,Rosario,Argentina,JavaScript|PHP,React|Vue,AWS CCP,1.0,Autodidacta,Data Science,15604
PER-91101,27,Monterrey,México,Java|Python|Swift,Angular,None,4.0,Tecnólogo,Frontend,US$ 22.851
PER-91102,32,Concepción,Chile,Swift|C#|R,Node.js,GCP ACE|Cisco CCNA,3.0,Tecnólogo,BI/Analytics,US$ 35.756
PER-91103,25,San Francisco,USA,R|Swift,Django|FastAPI,Scrum Master,3.0,Tecnólogo,Frontend,USD 84290
PER-91104,37,Concepción,Chile,Python,.NET,Azure Fundamentals,0.0,Posgrado,Cloud,USD 27790
PER-91105,27,Arequipa,Perú,TypeScript,Vue|FastAPI,GCP ACE|None,6.0,Pregrado,BI/Analytics,27865
PER-91106,22,Sevilla,España,java|swift,Spark|React,Cisco CCNA,1.0,Pregrado,DevOps,US$ 35.774
PER-91107,,Miami,USA,typescript|kotlin,Spring,AWS CCP,4.0,Pregrado,Cloud,165621
PER-91108,34,Lima,Perú,Kotlin|Go|Scala,React|Angular,None,0.0,Posgrado,Frontend,14878
PER-91109,35,Cali,Colombia,swift|r,FastAPI|Node.js,None|AWS CCP,4.0,Técnico,Data Science,"$24,120"
PER-91110,25,San Francisco,USA,Go|Scala,Django,Cisco CCNA ,3.0,Pregrado,Ciberseguridad,US$ 106.381
PER-91111,35,Cusco,Perú,Java|Go,Node.js|.NET,None,2.0,Autodidacta,DevOps,USD 18389
PER-91112,20,Valparaíso,Chile,r|java,Spring,Scrum Master,6.0,Tecnólogo,Ciberseguridad,"$38,265"
PER-91113,31,Cusco,Perú,Scala|C#|Kotlin,Flask|Django,Azure Fundamentals|None,0.0,Posgrado,Frontend,15838
PER-91114,27,Sevilla,España,scala|python,Spark|.NET,None,1.0,Autodidacta,Cloud,US$ 31.186
PER-91115,32,Guadalajara,México,Kotlin|C#|TypeScript,Flask|Angular,AWS CCP|Cisco CCNA,1.0,Técnico,Cloud,$13773
PER-91116,36,San Francisco,USA,javascript|go,Laravel|FastAPI,GCP ACE,0.0,Pregrado,Frontend,US$ 69.545
PER-91117,24,Valparaíso,Chile,TypeScript,Spring|Node.js,GCP ACE|Scrum Master,0.0,Técnico,Ciberseguridad,"$20,210"
PER-91118,18,madrid,España,c#|kotlin,Django,None,1.0,Autodidacta,BI/Analytics,"$32,593"
PER-91119,41,Buenos Aires,Argentina,Scala|R,FastAPI|Angular,Scrum Master,4.0,Tecnólogo,Frontend,$19472
