ID_Oferta,Empresa,Ciudad,País,Cargo,Lenguaje,Framework,Nivel_Seniority,Salario_Anual_USD,Modalidad,Fecha_Publicación
JOB-100917,GreenBit,Sevilla,España,MLOps Engineer,R,Laravel,Mid,US$ 30.964,Remoto,2023/11/21
JOB-100918,CloudForge,Puebla,México,DevOps Engineer,Java,React,Junior,"$13,718",Remoto,2022/01/24
JOB-100919,Atlas Systems,???,Chile,Cloud Architect,R,Spring,Mid,$25527,Híbrido,15/06/2024
JOB-100920,Atlas Systems,Monterrey,México,Data Engineer,Swift,Spring,Junior,USD 14034,Remoto,04-03-2024
JOB-100921,Vertex AI,San Francisco,USA,Data Analyst,JavaScript,Spring,Junior,$84777,Presencial,02-02-2023
JOB-100922,SoftSmart,CDMX,México,Data Engineer,PHP,Django,Mid,USD 23085,Híbrido,2024/08/08
JOB-100923,NeoTech,Sevilla,España,Frontend Developer,JavaScript,.NET,Mid,USD 45533,Remoto,2025/08/02
JOB-100924,CloudForge,Miami,USA,Frontend Developer,Kotlin,Spring,Mid,"$90,654",Híbrido,2024-04-27
JOB-100925,IA Factory,Córdoba,Argentina,Frontend Developer,Scala,FastAPI,Mid,"$17,806",Remoto,08-04-2024
JOB-100926,DataNova,buenos aires,Argentina,Frontend Developer,R,Laravel,Senior,USD 25258,Remoto,2022/08/02
JOB-100927,Orion Cloud,Madrid ,España,Frontend Developer,Kotlin,Spring,Mid,"$32,426",Remoto,2023-04-02
JOB-100928,Vertex AI,Cartagea,Colombia,Data Engineer,Kotlin,Node.js,Junior,US$ 9.648,Híbrido,2025/01/13
JOB-100929,QuantumWare,Medellín,Colombia,Data Engineer,Java,FastAPI,Mid,US$ 12.758,Híbrido,2024-03-11
JOB-100930,DevOpsLab,Valencia,España,MLOps Engineer,Java,React,Mid,"$39,043",Híbrido,20-10-2025
JOB-100931,Vertex AI,Puebla,México,Backend Developer,TypeScript,FastAPI,Mid,USD 18522,Presencial,24/10/2025
JOB-100932,Orion Cloud,Valparaíso,Chile,Frontend Developer,PHP,Vue,Junior,USD 20474,Presencial,02/04/2023
JOB-100933,DevOpsLab,Madrid,España,ML Engineer,Java,Spark,Senior,$52146,Presencial,2023/10/19
JOB-100934,CyberShield,Barranquilla,Colombia,Data Engineer,Python,.NET,Mid,US$ 10.663,Presencial,2024/10/22
JOB-100935,SoftSmart,Buenos Aires ,Argentina,Fullstack Developer,TypeScript,Spark,Mid,"$25,173",Híbrido,2024/06/04
JOB-100936,QuantumWare,Barranquilla,Colombia,DevOps Engineer,Python,Flask,Junior,US$ 11.108,Presencial,2024/06/23
JOB-100937,CyberShield,Córdoba,Argentina,Data Engineer,Python,FastAPI,Junior,13820,Presencial,22/11/2024
JOB-100938,BluePixel,New York,USA,MLOps Engineer,C#,.NET,Junior,"$65,680",Remoto,2022/03/04
JOB-100939,RocketSoft,Barranquilla,Colombia,ML Engineer,Python,Spark,Senior,"$15,322",Remoto,2022-06-19
JOB-100940,RocketSoft,Barranquilla,Colombia,Cloud Architect,TypeScript,Spring,Senior,$16883,Remoto,09-04-2024
JOB-100941,DevOpsLab,???,Argentina,Cybersecurity Analyst,Kotlin,Spark,Senior,USD 33287,Remoto,2022-12-07
JOB-100942,CyberShield,Cusco,Perú,Cybersecurity Analyst,Python,Node.js,Junior,USD 16592,Presencial,12/07/2022
JOB-100943,Orion Cloud,Lima,Perú,Data Analyst,Kotlin,Flask,Senior,"$29,236",Híbrido,30/03/2023
JOB-100944,Orion Cloud,CDMX,México,Backend Developer,C#,FastAPI,Junior,US$ 16.749,Remoto,2025-04-08
JOB-100945,Atlas Systems,Barcelona,España,Cybersecurity Analyst,R,Django,Mid,USD 44306,Híbrido,2025-09-25
JOB-100946,QuantumWare,Rosario ,Argentina,Data Scientist,JavaScript,Angular,Senior,$31094,Remoto,30-09-2024
JOB-100947,BluePixel,Seattle,USA,Frontend Developer,R,React,Junior,"$81,181",Híbrido,15-07-2023
JOB-100948,NeoTech,Buenos Aires,Argentina,Fullstack Developer,PHP,Angular,Junior,"$15,714",Presencial,20-06-2023
JOB-100949,QuantumWare,Valparaíso,Chile,DevOps Engineer,PHP,Node.js,Junior,"$14,768",Presencial,2024/06/03
JOB-100950,GreenBit,Buenos Aires,Argentina,Cybersecurity Analyst,Kotlin,Spring,Mid,19612,Presencial,17/11/2023
JOB-100951,GreenBit,SEVILLA,España,Fullstack Developer,Swift,.NET,Senior,67579,Híbrido,2024/07/04
JOB-100952,Orion Cloud,madrid,España,Cloud Architect,Swift,FastAPI,Junior,27937,Presencial,2024-12-31
JOB-100953,Orion Cloud,Córdoba,Argentina,Cybersecurity Analyst,R,Node.js,Junior,14498,Híbrido,21-03-2023
JOB-100954,DataNova,Sevilla,España,Data Engineer,PHP,Vue,Mid,43799,Híbrido,2024-07-21
JOB-100955,NeoTech,Arequipa,Perú,Backend Developer,Go,Spark,Senior,"$25,504",Remoto,13/05/2023
JOB-100956,IA Factory,???,Colombia,Data Engineer,Swift,Spring,Mid,$11135,Híbrido,2024-04-05
JOB-100957,Vertex AI,ROSARIO,Argentina,Data Engineer,TypeScript,Spring,Junior,US$ 19.738,Remoto,26/09/2025
JOB-100958,IA Factory,Guadalajara,México,Cybersecurity Analyst,Scala,FastAPI,Junior,15748,Remoto,11/02/2025
JOB-100959,Lambda Solutions,seattle,USA,DevOps Engineer,Java,React,Senior,US$ 148.113,Remoto,29-09-2024
JOB-100960,NeoTech,Puebla,México,Data Scientist,Python,.NET,Senior,USD 23065,Híbrido,30-03-2024
JOB-100961,DevOpsLab,Arequipa,Perú,Data Scientist,Java,Node.js,Mid,US$ 19.342,Híbrido,28/03/2024
JOB-100962,GreenBit,CDMX ,México,Data Engineer,Go,.NET,Junior,"$15,213",Presencial,2025/01/22
JOB-100963,DataNova,buenos aires,Argentina,Backend Developer,Swift,Laravel,Mid,$22331,Remoto,09/09/2025
JOB-100964,GreenBit,Monterrey,México,Cloud Architect,Python,React,Senior,"$29,543",Remoto,2025-02-26
JOB-100965,Atlas Systems,rosario,Argentina,DevOps Engineer,JavaScript,Flask,Mid,US$ 23.378,Híbrido,15/04/2023
JOB-100966,Orion Cloud,Sevilla,España,ML Engineer,Python,Spring,Senior,"$54,560",Híbrido,12/07/2022
JOB-100967,SoftSmart,Barcelona,España,Frontend Developer,Go,Django,Senior,USD 58702,Híbrido,02/07/2023
JOB-100968,CyberShield,San Francisco ,USA,Backend Developer,R,Angular,Senior,USD 110155,Híbrido,10/05/2024
JOB-100969,BluePixel,Sevilla,España,Data Engineer,Java,Flask,Senior,"$58,336",Presencial,2024-05-01
JOB-100970,NeoTech,Madrid,España,Cloud Architect,TypeScript,Django,Mid,$41900,Remoto,17-02-2024
JOB-100971,RocketSoft,Valparaiso,Chile,BI Developer,Scala,Angular,Mid,$23541,Presencial,26-04-2025
JOB-100972,BluePixel,Bucaramanga,Colombia,DevOps Engineer,JavaScript,Laravel,Mid,"$10,607",Presencial,2024/11/27
JOB-100973,DataNova,Buenos Aires,Argentina,BI Developer,R,Laravel,Senior,27753,Presencial,10/06/2025
JOB-100974,IA Factory,Concepción,Chile,BI Developer,PHP,Spring,Mid,US$ 20.449,Híbrido,26-04-2022
JOB-100975,QuantumWare,Cali,Colombia,BI Developer,JavaScript,React,Senior,$17659,Presencial,22-03-2024
JOB-100976,Vertex AI,Austin,USA,Frontend Developer,TypeScript,Laravel,Senior,US$ 138.879,Híbrido,2024/08/21
JOB-100977,Orion Cloud,Bogotá,Colombia,Data Engineer,Python,Node.js,Senior,14409,Presencial,2025-02-01
JOB-100978,DataNova,cusco,Perú,Data Analyst,Python,Node.js,Mid,$18128,Presencial,23-05-2024
JOB-100979,BluePixel,Concepción,Chile,Cloud Architect,Java,Django,Junior,"$23,203",Híbrido,2023-05-27
JOB-100980,SoftSmart,Córdoba,Argentina,DevOps Engineer,Kotlin,Laravel,Mid,"$23,187",Híbrido,2023/07/16
JOB-100981,CloudForge,Cartagea,Colombia,BI Developer,R,,Mid,"$13,818",Híbrido,2023-08-14
JOB-100982,Orion Cloud,Cusco,Perú,Cybersecurity Analyst,PHP,Spark,Mid,"$17,594",Híbrido,2023-01-10
JOB-100983,SoftSmart,Arequipa,Perú,BI Developer,R,Node.js,Junior,US$ 13.669,Presencial,2025-02-03
JOB-100984,GreenBit,Santiago,Chile,Data Scientist,C#,FastAPI,Mid,$23534,Híbrido,25/07/2024
JOB-100985,RocketSoft,buenos aires,Argentina,Fullstack Developer,Java,Vue,Junior,$17422,Híbrido,12/07/2024
JOB-100986,Lambda Solutions,Cartagea,Colombia,Fullstack Developer,Python,.NET,Senior,$22726,Híbrido,02-11-2023
JOB-100987,GreenBit,Seattle,USA,Fullstack Developer,Scala,Node.js,Senior,"$161,029",Remoto,2024/05/14
JOB-100988,CyberShield,Austin,USA,Data Analyst,Swift,Django,Junior,$94077,Híbrido,26-12-2024
JOB-100989,RocketSoft,Cartagena,Colombia,Cybersecurity Analyst,Swift,Laravel,Mid,US$ 14.429,Remoto,15/01/2023
JOB-100990,CloudForge,Buenos Aires,Argentina,Frontend Developer,Python,Django,Senior,"$21,226",Remoto,26-10-2024
JOB-100991,DataNova,Cartagena,Colombia,DevOps Engineer,Go,Spark,Senior,$16294,Presencial,2024/03/04
JOB-100992,Vertex AI,Arequipa,Perú,Data Scientist,Scala,FastAPI,Junior,USD 13465,Remoto,2024/04/20
JOB-100993,NeoTech,MONTERREY,México,Cloud Architect,PHP,Flask,Junior,$17099,Presencial,24/06/2025
JOB-100994,CyberShield,Córdoba,Argentina,Backend Developer,Go,Node.js,Senior,$35091,Remoto,2023-03-22
JOB-100995,DataNova,Concepción,Chile,Frontend Developer,Go,Django,Mid,US$ 22.510,Híbrido,2023/03/23
JOB-100996,Atlas Systems,Cartagena,Colombia,Cloud Architect,Scala,Vue,Senior,$16897,Híbrido,05/10/2024
JOB-100997,BluePixel,Valparaíso,Chile,Fullstack Developer,Kotlin,Spark,Junior,US$ 21.671,Híbrido,20-12-2022
JOB-100998,RocketSoft,Barcelona,España,Cybersecurity Analyst,TypeScript,Flask,Junior,US$ 28.172,Remoto,15-12-2022
JOB-100999,GreenBit,Medellin,Colombia,Data Scientist,TypeScript,Flask,Senior,15216,Presencial,24-12-2023
JOB-101000,Lambda Solutions,Cusco,Perú,ML Engineer,Swift,Spark,Senior,22639,Híbrido,22/07/2023
JOB-101001,DataNova,CDMX ,México,DevOps Engineer,C#,Angular,Mid,USD 20389,Presencial,2023-04-14
JOB-101002,QuantumWare,Puebla,México,Cloud Architect,PHP,Django,Junior,US$ 12.436,Remoto,2025-03-15
JOB-101003,NeoTech,NEW YORK,USA,BI Developer,R,Laravel,Junior,"$88,942",Presencial,2025/08/16
JOB-101004,DevOpsLab,Madrid,España,Data Scientist,Scala,Flask,Junior,"$30,796",Presencial,2023/02/13
JOB-101005,GreenBit,SEVILLA,España,Cybersecurity Analyst,Swift,FastAPI,Senior,$59198,Híbrido,2024/11/11
JOB-101006,IA Factory,Bucaramanga,Colombia,Backend Developer,Go,React,Junior,USD 11824,Presencial,18-12-2022
JOB-101007,DevOpsLab,austin,USA,Fullstack Developer,C#,Node.js,Junior,$68374,Híbrido,2025-04-09
JOB-101008,SoftSmart,Puebla,México,Backend Developer,Kotlin,Flask,Junior,,Presencial,14-05-2023
JOB-101009,Orion Cloud,???,USA,Frontend Developer,TypeScript,Spring,Senior,USD 141513,Híbrido,09-09-2023
JOB-101010,DevOpsLab,Puebla,México,Cloud Architect,PHP,React,Junior,"$12,171",Presencial,2022/07/02
JOB-101011,QuantumWare,Austin,USA,DevOps Engineer,Go,Spark,Senior,$118435,Presencial,2025-05-22
JOB-101012,BluePixel,Concepción,Chile,Cloud Architect,Swift,FastAPI,Mid,$24574,Híbrido,2024-11-25
JOB-101013,QuantumWare,Valencia,España,DevOps Engineer,Scala,React,Junior,US$ 31.115,Remoto,11-11-2023
JOB-101014,DevOpsLab,New York,USA,Data Scientist,Swift,FastAPI,Junior,US$ 61.825,Presencial,27/11/2022
JOB-101015,Orion Cloud,Cali ,Colombia,Fullstack Developer,C#,Flask,Senior,$15837,Remoto,28/07/2022
JOB-101016,Orion Cloud,Lima,Perú,MLOps Engineer,C#,Spark,Mid,USD 19572,Presencial,16-03-2024
JOB-101017,Orion Cloud,,México,Backend Developer,Go,Spring,Mid,21626,Híbrido,27-03-2024
JOB-101018,GreenBit,Guadalajara,México,Data Engineer,PHP,FastAPI,Mid,$12709,Híbrido,2023-03-26
JOB-101019,CyberShield,Austin,USA,ML Engineer,Swift,Laravel,Senior,USD 159010,Híbrido,2024-02-23
JOB-101020,Lambda Solutions,Córdoba,Argentina,MLOps Engineer,JavaScript,Laravel,Mid,USD 22639,Presencial,21-01-2024
JOB-101021,GreenBit,Barranquilla,Colombia,DevOps Engineer,TypeScript,FastAPI,Junior,USD 8040,Remoto,10-12-2024
JOB-101022,GreenBit,Concepción,Chile,Backend Developer,C#,Django,Senior,"$27,299",Híbrido,2024/08/11
JOB-101023,CloudForge,Valparaíso,Chile,Fullstack Developer,Python,Angular,Mid,$26561,Presencial,2025/07/06
JOB-101024,QuantumWare,???,Perú,Frontend Developer,PHP,,Mid,16870,Presencial,26-12-2022
JOB-101025,CodeWorks,Santiago,Chile,Cybersecurity Analyst,Java,Flask,Mid,US$ 25.508,Remoto,05-09-2022
JOB-101026,Lambda Solutions,San Francisco,USA,Backend Developer,PHP,Angular,Mid,$107229,Híbrido,2025-07-19
JOB-101027,IA Factory,Santiago,Chile,Cybersecurity Analyst,TypeScript,FastAPI,Mid,USD 23609,Remoto,13/02/2024
JOB-101028,CodeWorks,Santiago,Chile,Data Analyst,PHP,Node.js,Mid,$25606,Remoto,12-09-2022
JOB-101029,CloudForge,Medellín,Colombia,MLOps Engineer,Kotlin,.NET,Junior,$10281,Remoto,21/09/2023
JOB-101030,Atlas Systems,Concepción,Chile,ML Engineer,Go,Angular,Mid,28322,Híbrido,2025-09-26
JOB-101031,Vertex AI,Cartagena,Colombia,Data Engineer,Scala,.NET,Junior,US$ 12.127,Híbrido,23/04/2022
JOB-101032,CloudForge,Valencia,España,Frontend Developer,TypeScript,Laravel,Mid,US$ 47.658,Híbrido,01-03-2023
JOB-101033,DataNova,???,México,Backend Developer,R,Vue,Mid,USD 18648,Remoto,2022-09-10
JOB-101034,GreenBit,Buenos Aires,Argentina,Fullstack Developer,Swift,Angular,Senior,"$27,012",Híbrido,14-09-2022
JOB-101035,CloudForge,Madrid,España,Cloud Architect,Go,React,Mid,$51471,Remoto,18-06-2022
JOB-101036,CodeWorks,Arequipa,Perú,Data Scientist,TypeScript,React,Mid,$19722,Presencial,2022-12-18
JOB-101037,Lambda Solutions,Guadalajara,México,Data Engineer,TypeScript,Spark,Senior,$26808,Remoto,2022-06-26
JOB-101038,CyberShield,Cartagena,Colombia,Frontend Developer,PHP,Spring,Senior,US$ 14.038,Híbrido,10-05-2022
JOB-101039,QuantumWare,Barcelona,España,BI Developer,Swift,.NET,Senior,US$ 59.386,Presencial,2024/05/28
JOB-101040,DevOpsLab,arequipa,Perú,Cloud Architect,C#,React,Mid,US$ 15.912,Híbrido,19/02/2022
JOB-101041,BluePixel,Guadalajara ,México,Frontend Developer,JavaScript,.NET,Senior,$23478,Remoto,18-10-2022
JOB-101042,NeoTech,Austin,USA,Backend Developer,R,Spring,Senior,USD 106497,Presencial,2023-04-23
JOB-101043,BluePixel,madrid,España,Cloud Architect,JavaScript,Django,Junior,USD 28047,Presencial,05-10-2022
JOB-101044,IA Factory,Madrid,España,Data Scientist,PHP,Node.js,Senior,"$53,696",Híbrido,28/09/2022
JOB-101045,RocketSoft,Puebla,México,Cybersecurity Analyst,Go,FastAPI,Junior,$11176,Híbrido,06-08-2024
JOB-101046,Atlas Systems,Rosario ,Argentina,Fullstack Developer,Swift,Spark,Junior,"$13,863",Híbrido,02-05-2023
JOB-101047,DevOpsLab,Puebla,México,Data Scientist,C#,.NET,Senior,"$24,907",Híbrido,22/06/2025
JOB-101048,Orion Cloud,San Francisco,USA,Frontend Developer,TypeScript,FastAPI,Junior,"$61,678",Presencial,27/07/2022
JOB-101049,BluePixel,Santiago,Chile,Data Analyst,PHP,Node.js,Senior,28460,Híbrido,15/02/2024
JOB-101050,RocketSoft,Miami,USA,Data Analyst,Java,Spring,Junior,,Híbrido,2025-07-23
JOB-101051,SoftSmart,Arequipa,Perú,ML Engineer,C#,Spark,Junior,11376,Híbrido,2022/08/05
JOB-101052,CloudForge,San Francisco,USA,Data Analyst,Scala,Spring,Mid,USD 103715,Remoto,2022-04-22
JOB-101053,Atlas Systems,Barcelona,España,Cybersecurity Analyst,TypeScript,.NET,Junior,"$25,892",Presencial,18/10/2022
JOB-101054,Lambda Solutions,Cartagena,Colombia,ML Engineer,Python,Spark,Senior,18730,Híbrido,01/09/2025
JOB-101055,CodeWorks,Concepción,Chile,BI Developer,Python,Django,Mid,US$ 28.453,Presencial,2025-07-23
JOB-101056,DataNova,PUEBLA,México,Data Analyst,Swift,.NET,Junior,"$11,824",Híbrido,2022-09-25
JOB-101057,SoftSmart,Córdoba ,Argentina,Cloud Architect,Kotlin,Angular,Junior,$16097,Híbrido,14-10-2022
JOB-101058,DataNova,Buenos Aires,Argentina,Cybersecurity Analyst,R,Flask,Mid,$18570,Híbrido,26/01/2022
JOB-101059,DevOpsLab,Santiago,Chile,BI Developer,Swift,Django,Senior,USD 29056,Híbrido,2023/02/01
JOB-101060,Lambda Solutions,Santiago,Chile,Backend Developer,JavaScript,.NET,Senior,$33250,Remoto,02/05/2022
JOB-101061,Lambda Solutions,new york,USA,Frontend Developer,PHP,Django,Mid,91577,Híbrido,29/03/2024
JOB-101062,Lambda Solutions,???,Perú,ML Engineer,TypeScript,Angular,Junior,"$15,929",Híbrido,2023-11-05
JOB-101063,Atlas Systems,Sevilla,España,Data Engineer,Scala,Django,Senior,"$61,352",Remoto,2025-09-21
JOB-101064,CloudForge,New York,USA,MLOps Engineer,R,Django,Junior,US$ 63.505,Presencial,2025/02/18
JOB-101065,Atlas Systems,Puebla,México,Frontend Developer,PHP,Spark,Senior,,Presencial,10/03/2025
JOB-101066,NeoTech,Miami,USA,Frontend Developer,Python,Node.js,Senior,USD 143545,Híbrido,2024-08-09
JOB-101067,QuantumWare,Bucaramanga,Colombia,Data Engineer,R,React,Mid,"$14,112",Presencial,30/01/2025
JOB-101068,CodeWorks,Medellín,Colombia,Data Scientist,C#,.NET,Mid,US$ 7.618,Presencial,10-10-2022
JOB-101069,IA Factory,New York,USA,Backend Developer,PHP,FastAPI,Junior,"$90,531",Híbrido,13/02/2022
JOB-101070,GreenBit,Guadalajara,México,BI Developer,Java,Spring,Senior,24567,Remoto,2024-10-14
JOB-101071,Atlas Systems,Córdoba,Argentina,MLOps Engineer,PHP,React,Mid,$24584,Presencial,21-09-2025
JOB-101072,CyberShield,Madrid,España,ML Engineer,Scala,Flask,Junior,"$28,473",Presencial,04/05/2025
JOB-101073,CloudForge,Valparaíso,Chile,Cybersecurity Analyst,Java,Vue,Mid,US$ 21.892,Híbrido,2023/07/05
JOB-101074,DataNova,Guadalajara,México,Backend Developer,Kotlin,Flask,Mid,$18121,Remoto,2025/04/05
JOB-101075,CloudForge,austin,USA,Data Scientist,Python,Django,Junior,US$ 89.299,Presencial,2022/07/05
JOB-101076,BluePixel,Monterrey,México,Data Analyst,C#,Django,Junior,"$14,466",Híbrido,24-10-2024
JOB-101077,CyberShield,Concepción,Chile,Data Engineer,R,Spring,Junior,"$12,944",Remoto,2023/08/05
JOB-101078,RocketSoft,Concepción,Chile,Cybersecurity Analyst,Kotlin,Vue,Mid,US$ 27.559,Presencial,25-12-2023
JOB-101079,IA Factory,Seattle,USA,Backend Developer,Java,.NET,Senior,USD 100960,Remoto,2025-09-22
JOB-101080,QuantumWare,Concepción,Chile,ML Engineer,Python,FastAPI,Mid,"$21,338",Híbrido,2024-09-05
JOB-101081,Atlas Systems,valencia,España,Backend Developer,TypeScript,Node.js,Junior,"$25,113",Remoto,01/01/2022
JOB-101082,DataNova,Buenos Aires,Argentina,Fullstack Developer,TypeScript,Spark,Junior,"$11,597",Híbrido,04/06/2023
JOB-101083,Atlas Systems,CDMX,México,Backend Developer,Python,Angular,Mid,USD 14623,Remoto,29/01/2022
JOB-101084,CodeWorks,Lima,Perú,Fullstack Developer,Go,React,Junior,"$12,270",Remoto,2023/10/30
JOB-101085,Atlas Systems,Puebla,México,Data Engineer,C#,FastAPI,Junior,$13079,Remoto,2025-01-25
JOB-101086,DataNova,Santiago,Chile,MLOps Engineer,Scala,Spark,Senior,US$ 34.720,Híbrido,2024/06/02
JOB-101087,QuantumWare,Santiago,Chile,Cloud Architect,Python,Flask,Senior,"$33,246",Híbrido,2023-09-14
JOB-101088,QuantumWare,Cusco,Perú,DevOps Engineer,Java,Spring,Junior,$11202,Presencial,11/06/2023
JOB-101089,CloudForge,Madrid,España,Data Engineer,R,React,Senior,USD 51750,Híbrido,2023-10-23
JOB-101090,GreenBit,Monterrey,México,Backend Developer,JavaScript,Spring,Junior,$16501,Presencial,24-02-2024
JOB-101091,Lambda Solutions,Córdoba,Argentina,Fullstack Developer,Swift,Flask,Junior,USD 18275,Presencial,09-09-2024
JOB-101092,CodeWorks,San Francisco,USA,MLOps Engineer,TypeScript,Node.js,Mid,USD 96918,Híbrido,19/09/2022
JOB-101093,CodeWorks,Arequipa,Perú,Cybersecurity Analyst,Java,FastAPI,Mid,$19672,Híbrido,2024-07-18
JOB-101094,CloudForge,Cartagena,Colombia,ML Engineer,JavaScript,Django,Senior,$19048,Remoto,2022/10/08
JOB-101095,DataNova,Medellín,Colombia,Fullstack Developer,Scala,.NET,Junior,11560,Remoto,01-12-2022
JOB-101096,NeoTech,Guadalajara,México,Backend Developer,Swift,React,Junior,"$18,064",Presencial,03/03/2023
JOB-101097,GreenBit,Guadalajara,México,Data Scientist,C#,FastAPI,Senior,"$23,989",Híbrido,24/03/2023
JOB-101098,Lambda Solutions,Valencia ,España,Data Analyst,Kotlin,Django,Junior,$29161,Remoto,2025/06/12
JOB-101099,GreenBit,San Francisco,USA,BI Developer,PHP,Vue,Junior,"$92,789",Remoto,2024/04/26
JOB-101100,IA Factory,Sevilla,España,Backend Developer,Java,Vue,Mid,"$46,898",Híbrido,20/10/2023
JOB-101101,IA Factory,austin,USA,Data Engineer,PHP,Node.js,Senior,"$163,736",Presencial,29-05-2023
JOB-101102,CodeWorks,Guadalajara ,México,Cloud Architect,C#,Spring,Junior,$9337,Híbrido,2024-05-19
JOB-101103,Atlas Systems,Guadalajara,México,Backend Developer,Python,.NET,Junior,$13925,Presencial,2024/04/10
JOB-101104,Atlas Systems,Lima,Perú,Backend Developer,PHP,FastAPI,Mid,9210,Remoto,16/11/2024
JOB-101105,SoftSmart,Valparaíso,Chile,Data Engineer,Swift,React,Junior,USD 22189,Híbrido,22-02-2024
JOB-101106,QuantumWare,Cusco ,Perú,Frontend Developer,PHP,Spark,Senior,$25410,Híbrido,09/06/2023
JOB-101107,DataNova,Austin ,USA,Frontend Developer,Java,Spring,Senior,USD 134040,Presencial,2024-04-05
JOB-101108,Atlas Systems,Cusco,Perú,Fullstack Developer,Go,React,Senior,$24679,Híbrido,2023-07-27
JOB-101109,DevOpsLab,CDMX,México,Frontend Developer,Go,Flask,Junior,$17215,Presencial,11/03/2025
JOB-101110,DevOpsLab,Monterrey,México,Frontend Developer,Python,Laravel,Senior,$24092,Híbrido,2023-09-05
JOB-101111,DataNova,CDMX,México,Frontend Developer,Scala,Angular,Senior,"$29,105",Remoto,2024/05/14
JOB-101112,QuantumWare,Barcelona,España,MLOps Engineer,Kotlin,.NET,Senior,"$57,617",Remoto,2025-10-10
JOB-101113,CyberShield,New York,USA,Cybersecurity Analyst,PHP,React,Mid,US$ 100.084,Remoto,2025/05/29
JOB-101114,CloudForge,Arequipa,Perú,Cybersecurity Analyst,Python,Angular,Junior,US$ 15.399,Presencial,2024/09/26
JOB-101115,BluePixel,Cusco,Perú,Data Scientist,Java,FastAPI,Junior,US$ 14.639,Híbrido,03/02/2023
JOB-101116,SoftSmart,Santiago,Chile,Data Analyst,Swift,React,Senior,$29257,Remoto,2023-02-09
JOB-101117,DevOpsLab,Concepción,Chile,Cloud Architect,Java,Vue,Junior,US$ 22.148,Presencial,2022/11/04
JOB-101118,RocketSoft,Cali,Colombia,DevOps Engineer,Swift,Angular,Senior,US$ 18.597,Híbrido,05/02/2025
JOB-101119,Lambda Solutions,Santiago,Chile,Cloud Architect,Scala,Spark,Senior,34244,Remoto,2022/07/19
JOB-101120,CodeWorks,santiago,Chile,MLOps Engineer,PHP,Laravel,Junior,,Híbrido,2024-11-03
JOB-101121,DataNova,San Francisco ,USA,BI Developer,R,React,Junior,86247,Híbrido,17/02/2025
JOB-101122,Lambda Solutions,Barcelona,España,Backend Developer,JavaScript,Vue,Senior,US$ 42.973,Remoto,2022-09-28
JOB-101123,Vertex AI,PUEBLA,México,Fullstack Developer,R,FastAPI,Senior,"$24,662",Híbrido,2024/02/24
JOB-101124,QuantumWare,???,Colombia,Frontend Developer,Go,Spark,Senior,"$15,683",Remoto,12-05-2023
JOB-101125,IA Factory,Barranquilla,Colombia,Cloud Architect,R,Angular,Mid,"$10,370",Híbrido,2024/07/21
JOB-101126,DevOpsLab,Valparaíso,Chile,Cloud Architect,Kotlin,Laravel,Junior,USD 20966,Remoto,07/11/2022
JOB-101127,RocketSoft,Arequipa,Perú,MLOps Engineer,Go,Django,Junior,"$12,578",Remoto,12/05/2025
JOB-101128,Atlas Systems,Seattle,USA,Data Engineer,Java,Django,Mid,$88810,Presencial,05-04-2023
JOB-101129,RocketSoft,Concepción ,Chile,Data Scientist,C#,Node.js,Senior,US$ 36.288,Remoto,2022-02-01
JOB-101130,NeoTech,Valparaíso,Chile,Cloud Architect,R,Laravel,Junior,USD 21049,Remoto,21-05-2023
JOB-101131,BluePixel,Puebla,México,Cybersecurity Analyst,Python,Laravel,Junior,$15094,Híbrido,13-04-2025
JOB-101132,NeoTech,Córdoba,Argentina,MLOps Engineer,PHP,Laravel,Senior,US$ 37.382,Híbrido,18-12-2023
JOB-101133,BluePixel,Medellín,Colombia,MLOps Engineer,R,Vue,Senior,US$ 15.530,Híbrido,2024/07/30
JOB-101134,CyberShield,Lima,Perú,DevOps Engineer,Scala,Spring,Senior,"$26,145",Presencial,2024-04-13
JOB-101135,DevOpsLab,???,Colombia,DevOps Engineer,PHP,Node.js,Junior,US$ 7.863,Híbrido,14/11/2023
JOB-101136,Lambda Solutions,Austin,USA,Frontend Developer,C#,Node.js,Junior,81487,Híbrido,2023/05/07
JOB-101137,BluePixel,Arequipa,Perú,Backend Developer,Kotlin,Django,Mid,USD 21114,Híbrido,04/05/2025
JOB-101138,Orion Cloud,,Perú,Data Engineer,Scala,.NET,Junior,"$17,021",Presencial,30/09/2025
JOB-101139,GreenBit,santiago,Chile,Data Engineer,Go,Flask,Mid,"$22,615",Presencial,29/06/2023
JOB-101140,GreenBit,Buenos Aires,Argentina,Cybersecurity Analyst,Go,Spring,Junior,"$15,329",Presencial,2023-01-17
JOB-101141,SoftSmart,Puebla,México,ML Engineer,PHP,Vue,Junior,US$ 17.126,Presencial,2023-12-06
JOB-101142,RocketSoft,Concepción,Chile,BI Developer,PHP,Laravel,Senior,USD 34509,Presencial,2024/07/03
JOB-101143,NeoTech,Sevilla,España,Cybersecurity Analyst,PHP,Spring,Senior,USD 60850,Remoto,06-12-2024
JOB-101144,DataNova,Valencia,España,Data Scientist,Scala,React,Senior,,Remoto,29-05-2022
JOB-101145,QuantumWare,Valencia,España,Data Analyst,TypeScript,Laravel,Junior,US$ 36.708,Remoto,2023/02/24
